epoch,lr-Adam,step,train_loss,val_loss
,0.0005,3910,,
34,,4024,,0.2230657935142517
34,,4024,0.2136310487985611,
,0.0005,4025,,
35,,4139,,0.20530928671360016
35,,4139,0.22162117063999176,
,0.0005,4140,,
36,,4254,,0.19525985419750214
36,,4254,0.2105492204427719,
,0.0005,4255,,
37,,4369,,0.19082792103290558
37,,4369,0.21251794695854187,
,0.0005,4370,,
38,,4484,,0.19138064980506897
38,,4484,0.21036817133426666,
,0.0005,4485,,
39,,4599,,0.20691411197185516
39,,4599,0.2075563371181488,
,0.0005,4600,,
40,,4714,,0.20666228234767914
40,,4714,0.21718460321426392,
,0.0005,4715,,
41,,4829,,0.19595858454704285
41,,4829,0.21080875396728516,
,0.0005,4830,,
42,,4944,,0.20619621872901917
42,,4944,0.20569106936454773,
,0.0005,4945,,
43,,5059,,0.1832163780927658
43,,5059,0.20454171299934387,
,0.0005,5060,,
44,,5174,,0.20587772130966187
44,,5174,0.2038862556219101,
,0.0005,5175,,
45,,5289,,0.18407407402992249
45,,5289,0.20323622226715088,
,0.0005,5290,,
46,,5404,,0.19827377796173096
46,,5404,0.1993275135755539,
,0.0005,5405,,
47,,5519,,0.18918806314468384
47,,5519,0.20031702518463135,
,0.0005,5520,,
48,,5634,,0.19420669972896576
48,,5634,0.2054080069065094,
,0.0005,5635,,
49,,5749,,0.17634041607379913
49,,5749,0.19756782054901123,
,0.0005,5750,,
50,,5864,,0.16627226769924164
50,,5864,0.1989467293024063,
,0.0005,5865,,
51,,5979,,0.21301592886447906
51,,5979,0.19838650524616241,
,0.0005,5980,,
52,,6094,,0.18356379866600037
52,,6094,0.20021475851535797,
,0.0005,6095,,
53,,6209,,0.18890690803527832
53,,6209,0.19374273717403412,
,0.0005,6210,,
54,,6324,,0.17459113895893097
54,,6324,0.19883602857589722,
,0.0005,6325,,
55,,6439,,0.17240293323993683
55,,6439,0.19585177302360535,
,0.0005,6440,,
56,,6554,,0.18816795945167542
56,,6554,0.19868025183677673,
,0.00025,6555,,
57,,6669,,0.21922233700752258
57,,6669,0.18947109580039978,
,0.00025,6670,,
58,,6784,,0.16951443254947662
58,,6784,0.18599949777126312,
,0.00025,6785,,
59,,6899,,0.2078627347946167
59,,6899,0.18466852605342865,
,0.00025,6900,,
60,,7014,,0.1758982539176941
60,,7014,0.1878592073917389,
,0.00025,7015,,
61,,7129,,0.16563133895397186
61,,7129,0.18563112616539001,
,0.00025,7130,,
62,,7244,,0.1673702448606491
62,,7244,0.18326453864574432,
,0.00025,7245,,
63,,7359,,0.16648882627487183
63,,7359,0.18355469405651093,
,0.00025,7360,,
64,,7474,,0.1776345670223236
64,,7474,0.18473893404006958,
,0.00025,7475,,
65,,7589,,0.17542985081672668
65,,7589,0.18168698251247406,
,0.00025,7590,,
66,,7704,,0.1762961447238922
66,,7704,0.18187740445137024,
,0.00025,7705,,
67,,7819,,0.17183640599250793
67,,7819,0.18463940918445587,
,0.000125,7820,,
68,,7934,,0.17240892350673676
68,,7934,0.17902889847755432,
,0.000125,7935,,
69,,8049,,0.16164346039295197
69,,8049,0.1786632090806961,
,0.000125,8050,,
70,,8164,,0.16677238047122955
70,,8164,0.18029002845287323,
,0.000125,8165,,
71,,8279,,0.1602150946855545
71,,8279,0.17955119907855988,
,0.000125,8280,,
72,,8394,,0.1635606288909912
72,,8394,0.18054887652397156,
,0.000125,8395,,
73,,8509,,0.16969545185565948
73,,8509,0.17956562340259552,
,0.000125,8510,,
74,,8624,,0.16450810432434082
74,,8624,0.17707277834415436,
,0.000125,8625,,
75,,8739,,0.16410088539123535
75,,8739,0.17606453597545624,
,0.000125,8740,,
76,,8854,,0.16083870828151703
76,,8854,0.1758371740579605,
,0.000125,8855,,
77,,8969,,0.15818141400814056
77,,8969,0.17612424492835999,
,0.000125,8970,,
78,,9084,,0.16160692274570465
78,,9084,0.17679831385612488,
,0.000125,9085,,
79,,9199,,0.1643269658088684
79,,9199,0.17682740092277527,
,0.000125,9200,,
80,,9314,,0.17855209112167358
80,,9314,0.17657117545604706,
,0.000125,9315,,
81,,9429,,0.18191088736057281
81,,9429,0.17619562149047852,
,0.000125,9430,,
82,,9544,,0.15760688483715057
82,,9544,0.1767023205757141,
,0.000125,9545,,
83,,9659,,0.156020849943161
83,,9659,0.17397361993789673,
,0.000125,9660,,
84,,9774,,0.16262058913707733
84,,9774,0.17520339787006378,
,0.000125,9775,,
85,,9889,,0.15960265696048737
85,,9889,0.1744486540555954,
,0.000125,9890,,
86,,10004,,0.17176274955272675
86,,10004,0.17085252702236176,
,0.000125,10005,,
87,,10119,,0.1545906513929367
87,,10119,0.1761598289012909,
,0.000125,10120,,
88,,10234,,0.16017572581768036
88,,10234,0.17410355806350708,
,0.000125,10235,,
89,,10349,,0.16272783279418945
89,,10349,0.17436517775058746,
,0.000125,10350,,
90,,10464,,0.1607450395822525
90,,10464,0.17484086751937866,
,0.000125,10465,,
91,,10579,,0.15963180363178253
91,,10579,0.17482614517211914,
,0.000125,10580,,
92,,10694,,0.16654223203659058
92,,10694,0.17387568950653076,
,0.000125,10695,,
93,,10809,,0.16304074227809906
93,,10809,0.17211920022964478,
,6.25e-05,10810,,
94,,10924,,0.16106949746608734
94,,10924,0.17169032990932465,
,6.25e-05,10925,,
95,,11039,,0.15824393928050995
95,,11039,0.17115750908851624,
,6.25e-05,11040,,
96,,11154,,0.15534290671348572
96,,11154,0.17549194395542145,
,6.25e-05,11155,,
97,,11269,,0.1542399376630783
97,,11269,0.17288754880428314,
,6.25e-05,11270,,
98,,11384,,0.15866321325302124
98,,11384,0.17284514009952545,
,6.25e-05,11385,,
99,,11499,,0.16026636958122253
99,,11499,0.16976125538349152,
